FrameNumber,EAR,EyeState
,0.315741138,Open
,0.320826541,Open
,0.315754318,Open
,0.328395817,Open
,0.317327214,Open
,0.31417156,Open
,0.315701884,Open
,0.291233947,Open
,0.299076393,Open
,0.295962784,Open
,0.285587271,Open
,0.295950407,Open
,0.285763555,Open
,0.302271957,Open
,0.299356917,Open
,0.291879905,Open
,0.310245442,Open
,0.299140081,Open
,0.310203267,Open
,0.296698382,Open
,0.310047281,Open
,0.293797885,Open
,0.307098542,Open
,0.302311561,Open
,0.291636066,Open
,0.298865447,Open
,0.298865447,Open
,0.310211742,Open
,0.299140081,Open
,0.312152778,Open
,0.303627804,Open
,0.306912807,Open
,0.29489827,Open
,0.301357251,Open
,0.288229556,Open
,0.293737187,Open
,0.285350266,Open
,0.288433791,Open
,0.299527926,Open
,0.28826658,Open
,0.304671386,Open
,0.310013582,Open
,0.28826658,Open
,0.296954011,Open
,0.298203188,Open
,0.302179599,Open
,0.305724457,Open
,0.325042799,Open
,0.328600243,Open
,0.319867879,Open
,0.331937105,Open
,0.332257047,Open
,0.329135064,Open
,0.342199855,Open
,0.342095597,Open
,0.341637309,Open
,0.331241457,Open
,0.339161906,Open
,0.314955162,Open
,0.331298238,Open
,0.229324593,Blink
,0.172505112,Blink
,0.163145892,Blink
,0.120175531,Blink
,0.156027121,Blink
,0.138428256,Blink
,0.146904637,Blink
,0.152966098,Blink
,0.168977427,Blink
,0.203543197,Blink
,0.224636036,Blink
,0.268337576,Open
,0.283426062,Open
,0.314181731,Open
,0.306144775,Open
,0.326809842,Open
,0.317187311,Open
,0.326404833,Open
,0.319330986,Open
,0.319633481,Open
,0.321184578,Open
,0.314394379,Open
,0.334776913,Open
,0.314569545,Open
,0.326341413,Open
,0.313601026,Open
,0.313753453,Open
,0.311872805,Open
,0.31221713,Open
,0.300380487,Open
,0.312031717,Open
,0.308081974,Open
,0.312748111,Open
,0.32435258,Open
,0.316835592,Open
,0.31221713,Open
,0.307347592,Open
,0.29830542,Open
,0.313692005,Open
,0.315059556,Open
,0.30832439,Open
,0.267366582,Blink
,0.172610639,Blink
,0.165711127,Blink
,0.170788922,Blink
,0.215138844,Blink
,0.276894976,Open
,0.287675078,Open
,0.315904398,Open
,0.310993864,Open
,0.292868574,Open
,0.298590549,Open
,0.311296603,Open
,0.314181731,Open
,0.311656352,Open
,0.29964471,Open
,0.332356123,Open
,0.319387478,Open
,0.335080068,Open
,0.342443701,Open
,0.336332623,Open
,0.335294724,Open
,0.317318935,Open
,0.343722512,Open
,0.330172933,Open
,0.328354734,Open
,0.330625921,Open
,0.316077616,Open
,0.328229857,Open
,0.342942839,Open
,0.338339214,Open
,0.349199604,Open
,0.343714853,Open
,0.348947099,Open
,0.355368099,Open
,0.340635983,Open
,0.357441296,Open
,0.343225471,Open
,0.349260941,Open
,0.358465717,Open
,0.365904971,Open
,0.363343853,Open
,0.354483797,Open
,0.348733154,Open
,0.364984019,Open
,0.359308568,Open
,0.353608876,Open
,0.340798303,Open
,0.331496486,Open
,0.336434504,Open
,0.32861839,Open
,0.33320644,Open
,0.341325551,Open
,0.326053871,Open
,0.332148672,Open
,0.33791,Open
,0.346723671,Open
,0.328723537,Open
,0.336187074,Open
,0.326995163,Open
,0.346010349,Open
,0.347204501,Open
,0.350136252,Open
,0.351238515,Open
,0.361199846,Open
,0.362732653,Open
,0.371620909,Open
,0.365591637,Open
,0.364304865,Open
,0.366149831,Open
,0.373115197,Open
,0.365905484,Open
,0.372084468,Open
,0.365031791,Open
,0.355397323,Open
,0.367389203,Open
,0.362366194,Open
,0.354118152,Open
,0.37428476,Open
,0.365558946,Open
,0.359761094,Open
,0.365558946,Open
,0.34996222,Open
,0.354409394,Open
,0.363733686,Open
,0.3487701,Open
,0.354178978,Open
,0.372829006,Open
,0.361432778,Open
,0.369572834,Open
,0.36637662,Open
,0.359220864,Open
,0.356331024,Open
,0.363733686,Open
,0.369789766,Open
,0.365717602,Open
,0.365717602,Open
,0.359777433,Open
,0.368305895,Open
,0.369530446,Open
,0.367551638,Open
,0.364195909,Open
,0.364832514,Open
,0.358418216,Open
,0.372215303,Open
,0.358717256,Open
,0.366079675,Open
,0.359706652,Open
,0.360526255,Open
,0.380831174,Open
,0.365347108,Open
,0.382591336,Open
,0.364055408,Open
,0.367097124,Open
,0.386079522,Open
,0.363168423,Open
,0.370858293,Open
,0.35300356,Open
,0.203507822,Blink
,0.207511007,Blink
,0.250676725,Blink
,0.300252521,Blink
,0.338826905,Open
,0.353255631,Open
,0.347988238,Open
,0.348146545,Open
,0.362224475,Open
,0.355288763,Open
,0.368794122,Open
,0.361508409,Open
,0.366469648,Open
,0.361962461,Open
,0.366996208,Open
,0.374840562,Open
,0.351796858,Open
,0.371494199,Open
,0.380897803,Open
,0.371211351,Open
,0.369519875,Open
,0.378754337,Open
,0.37267641,Open
,0.374250599,Open
,0.364682757,Open
,0.364361743,Open
,0.363564478,Open
,0.370746926,Open
,0.368162664,Open
,0.371740166,Open
,0.363644719,Open
,0.366338708,Open
,0.365498904,Open
,0.38486255,Open
,0.371649825,Open
,0.375495564,Open
,0.36771221,Open
,0.372355251,Open
,0.363733552,Open
,0.377280777,Open
,0.366565349,Open
,0.370297514,Open
,0.370737119,Open
,0.379304028,Open
,0.36668156,Open
,0.365905484,Open
,0.365900155,Open
,0.371037358,Open
,0.376252735,Open
,0.369572593,Open
,0.364889683,Open
,0.370273968,Open
,0.354418566,Open
,0.372557481,Open
,0.369780449,Open
,0.359443893,Open
,0.373011533,Open
,0.367881005,Open
,0.248634051,Blink
,0.226297396,Blink
,0.264453127,Blink
,0.324765649,Blink
,0.343223739,Open
,0.361045647,Open
,0.365809154,Open
,0.365657627,Open
,0.378986592,Open
,0.37197845,Open
,0.362123495,Open
,0.373406943,Open
,0.372719454,Open
,0.362375001,Open
,0.365098956,Open
,0.375495564,Open
,0.376225711,Open
,0.360498553,Open
,0.3711829,Open
,0.364214976,Open
,0.360498553,Open
,0.369804594,Open
,0.366490135,Open
,0.364112578,Open
,0.364851448,Open
,0.363704183,Open
,0.364851448,Open
,0.364370291,Open
,0.373955906,Open
,0.355523741,Open
,0.370227835,Open
,0.366518041,Open
,0.377251484,Open
,0.375951539,Open
,0.372548893,Open
,0.38129332,Open
,0.371977178,Open
,0.380109206,Open
,0.371546171,Open
,0.388106605,Open
,0.366287825,Open
,0.367482907,Open
,0.37197845,Open
,0.370227835,Open
,0.361223679,Open
,0.366469648,Open
,0.36575332,Open
,0.361745027,Open
,0.360555942,Open
,0.377449352,Open
,0.366354207,Open
,0.371213306,Open
,0.364370291,Open
,0.375925926,Open
,0.364889683,Open
,0.368409177,Open
,0.376274963,Open
,0.381827937,Open
,0.38184973,Open
,0.366518041,Open
,0.391381753,Open
,0.38145989,Open
,0.367241535,Open
,0.284543844,Blink
,0.182707873,Blink
,0.215831802,Blink
,0.278450437,Blink
,0.307469387,Blink
,0.336332623,Open
,0.360280503,Open
,0.355829875,Open
,0.361402141,Open
,0.37777436,Open
,0.380954744,Open
,0.380954744,Open
,0.366944187,Open
,0.366518041,Open
,0.378057316,Open
,0.361324231,Open
,0.38485648,Open
,0.376814737,Open
,0.365905484,Open
,0.375495564,Open
,0.380695207,Open
,0.374688608,Open
,0.375453029,Open
,0.382253521,Open
,0.376703989,Open
,0.376725857,Open
,0.381530026,Open
,0.382721309,Open
,0.380633774,Open
,0.372697353,Open
,0.381927821,Open
,0.369738517,Open
,0.369959595,Open
,0.37060943,Open
,0.374082389,Open
,0.379971338,Open
,0.372701945,Open
,0.370185301,Open
,0.385298117,Open
,0.383263093,Open
,0.368614422,Open
,0.375427479,Open
,0.356656236,Open
,0.371339979,Open
,0.375798683,Open
,0.367862003,Open
,0.381488295,Open
,0.377973229,Open
,0.362738062,Open
,0.37867972,Open
,0.378143037,Open
,0.372631736,Open
,0.377347876,Open
,0.383332764,Open
,0.371748659,Open
,0.3819342,Open
,0.384294918,Open
,0.381394271,Open
,0.386046937,Open
,0.375798683,Open
,0.365297212,Open
,0.382609342,Open
,0.236327811,Blink
,0.172088492,Blink
,0.202165947,Blink
,0.243194485,Blink
,0.306678613,Blink
,0.322241682,Open
,0.365751264,Open
,0.344790092,Open
,0.354358692,Open
,0.378181336,Open
,0.372442875,Open
,0.386736052,Open
,0.37777436,Open
,0.380791182,Open
,0.343552485,Open
,0.354525866,Open
,0.359570732,Open
,0.35230379,Open
,0.352219953,Open
,0.357070873,Open
,0.346997098,Open
,0.368875221,Open
,0.36771221,Open
,0.363487601,Open
,0.309910936,Blink
,0.188672988,Blink
,0.175688859,Blink
,0.205670091,Blink
,0.244723056,Blink
,0.282799677,Blink
,0.291496848,Open
,0.290706367,Open
,0.324007252,Open
,0.300413079,Open
,0.302996787,Open
,0.311913671,Open
,0.310817843,Open
,0.294996161,Open
,0.310427054,Open
,0.305021614,Open
,0.302034757,Open
,0.292116534,Open
,0.319554858,Open
,0.298689086,Open
,0.322777195,Open
,0.30573217,Open
,0.292890722,Open
,0.186972391,Blink
,0.167833285,Blink
,0.172255841,Blink
,0.150579804,Blink
,0.148928829,Blink
,0.199842775,Blink
,0.221631151,Blink
,0.263431619,Blink
,0.253797811,Blink
,0.273929574,Open
,0.277035416,Open
,0.292619564,Open
,0.286980511,Open
,0.292612047,Open
,0.290795426,Open
,0.301748844,Open
,0.320705903,Open
,0.354987235,Open
,0.349240937,Open
,0.361580308,Open
,0.360417411,Open
,0.366780294,Open
,0.370638993,Open
,0.388940277,Open
,0.370159968,Open
,0.381621437,Open
,0.366874572,Open
,0.367725592,Open
,0.378261953,Open
,0.381756688,Open
,0.369007903,Open
,0.371339682,Open
,0.386409543,Open
,0.361648569,Open
,0.355910603,Open
,0.377136868,Open
,0.366947066,Open
,0.382088087,Open
,0.371856433,Open
,0.362217402,Open
,0.364405109,Open
,0.357163603,Open
,0.362219565,Open
,0.378530474,Open
,0.356420433,Open
,0.366812923,Open
,0.364409502,Open
,0.356417574,Open
,0.376045617,Open
,0.375748683,Open
,0.367763887,Open
,0.364851448,Open
,0.359433066,Open
,0.378146196,Open
,0.361284491,Open
,0.365263093,Open
,0.362027662,Open
,0.366205316,Open
,0.362665168,Open
,0.360207912,Open
,0.349333202,Open
,0.364409502,Open
,0.355702989,Open
,0.355242442,Open
,0.344936001,Open
,0.3471887,Open
,0.353482506,Open
,0.353041792,Open
,0.351531504,Open
,0.351531504,Open
,0.341073314,Open
,0.361290975,Open
,0.355837327,Open
,0.346884332,Open
,0.350992586,Open
,0.346204179,Open
,0.345810912,Open
,0.350459276,Open
,0.348575015,Open
,0.347489188,Open
,0.344614879,Open
,0.340466134,Open
,0.34284521,Open
,0.345716489,Open
,0.334127532,Open
,0.344022915,Open
,0.343943713,Open
,0.350352887,Open
,0.336115333,Open
,0.341449186,Open
,0.344113092,Open
,0.338134621,Open
,0.349920619,Open
,0.344147979,Open
,0.343221975,Open
,0.338254527,Open
,0.342757008,Open
,0.339496645,Open
,0.342739811,Open
,0.330818183,Open
,0.342448847,Open
,0.345325423,Open
,0.351531095,Open
,0.342030704,Open
,0.343704139,Open
,0.346476571,Open
,0.354399577,Open
,0.344790092,Open
,0.350925017,Open
,0.354153161,Open
,0.215823426,Blink
,0.160158876,Blink
,0.210122349,Blink
,0.264998037,Blink
,0.302835085,Open
,0.324991983,Open
,0.332987063,Open
,0.338954967,Open
,0.340460973,Open
,0.346712708,Open
,0.330589163,Open
,0.34035354,Open
,0.341987842,Open
,0.336443131,Open
,0.326240276,Open
,0.328982846,Open
,0.341449186,Open
,0.193829772,Blink
,0.170147018,Blink
,0.163937139,Blink
,0.159514358,Blink
,0.182921392,Blink
,0.188366197,Blink
,0.232862953,Blink
,0.238604501,Open
,0.218510984,Open
,0.236881681,Open
,0.257298389,Open
,0.271874534,Open
,0.242037825,Open
,0.263796042,Open
,0.273635905,Open
,0.237613094,Open
,0.252692849,Open
,0.24026416,Open
,0.238360523,Open
,0.247349199,Open
,0.242947182,Open
,0.239733532,Open
,0.219381187,Open
,0.238559897,Open
,0.258640958,Open
,0.269027122,Open
,0.275062248,Open
,0.252806248,Open
,0.254485435,Open
,0.270876,Open
,0.251717019,Open
,0.254251067,Open
,0.289272504,Open
,0.290246716,Open
,0.268814691,Open
,0.322593282,Open
,0.309524392,Open
,0.288035123,Open
,0.292720901,Open
,0.281120336,Open
,0.275332602,Open
,0.297823371,Open
,0.29087973,Open
,0.238042693,Blink
,0.208932298,Blink
,0.172085203,Blink
,0.18201098,Blink
,0.253612097,Blink
,0.277023235,Blink
,0.293147754,Open
,0.311541301,Open
,0.340373862,Open
,0.300830679,Open
,0.303024919,Open
,0.310953949,Open
,0.212149101,Blink
,0.167236562,Blink
,0.192694272,Blink
,0.239808012,Blink
,0.2985175,Open
,0.292012245,Open
,0.323843071,Open
,0.305580409,Open
,0.33196182,Open
,0.316825367,Open
,0.320900896,Open
,0.336934143,Open
,0.321714822,Open
,0.327857032,Open
,0.323217115,Open
,0.34725877,Open
,0.356715062,Open
,0.318315429,Open
,0.321736321,Open
,0.320176057,Open
,0.316167913,Open
,0.324991983,Open
,0.303122448,Open
,0.346408263,Open
,0.34412711,Open
,0.341698331,Open
,0.346889736,Open
,0.350888236,Open
,0.350228123,Open
,0.356094771,Open
,0.350613467,Open
,0.365203472,Open
,0.360012697,Open
,0.359384313,Open
,0.364311876,Open
,0.366490135,Open
,0.356956403,Open
,0.367653284,Open
,0.370711247,Open
,0.364191713,Open
,0.366034771,Open
,0.346979625,Open
,0.354945221,Open
,0.360891971,Open
,0.36152187,Open
,0.361758585,Open
,0.369620407,Open
,0.371624798,Open
,0.35053503,Open
,0.366205316,Open
,0.359984157,Open
,0.361700534,Open
,0.347730447,Open
,0.357506867,Open
,0.350352809,Open
,0.366776158,Open
,0.371254501,Open
,0.363264391,Open
,0.354279021,Open
,0.367068044,Open
,0.363084889,Open
,0.36001939,Open
,0.368461276,Open
,0.366035788,Open
,0.365923076,Open
,0.366621341,Open
,0.340438533,Open
,0.348114594,Open
,0.335026019,Open
,0.346714802,Open
,0.35980256,Open
,0.355834361,Open
,0.345619162,Open
,0.355357497,Open
,0.334431457,Open
,0.348758773,Open
,0.354200946,Open
,0.361758585,Open
,0.348666329,Open
,0.353342805,Open
,0.345325423,Open
,0.352053564,Open
,0.344354423,Open
,0.340310598,Open
,0.346949584,Open
,0.340348282,Open
,0.352147783,Open
,0.340128758,Open
,0.355048009,Open
,0.35879681,Open
,0.365710617,Open
,0.342739684,Open
,0.347587143,Open
,0.338652216,Open
,0.344586767,Open
,0.356239153,Open
,0.347259162,Open
,0.353824969,Open
,0.348626838,Open
,0.345000775,Open
,0.345337442,Open
,0.340504669,Open
,0.34849216,Open
,0.344395569,Open
,0.350674654,Open
,0.215836865,Blink
,0.175949896,Blink
,0.187996708,Blink
,0.281363786,Blink
,0.305058083,Open
,0.316238154,Open
,0.320649403,Open
,0.327227362,Open
,0.327344985,Open
,0.333971143,Open
,0.326751489,Open
,0.330860921,Open
,0.32808278,Open
,0.333577963,Open
,0.327020587,Open
,0.337510621,Open
,0.334060127,Open
,0.333516982,Open
,0.341507344,Open
,0.313484651,Open
,0.340315946,Open
,0.33758918,Open
,0.340944066,Open
,0.328905371,Open
,0.325735343,Open
,0.325304079,Open
,0.342503894,Open
,0.338134621,Open
,0.336831184,Open
,0.340851864,Open
,0.32290448,Open
,0.321682074,Open
,0.341835314,Open
,0.329782816,Open
,0.326975437,Open
,0.322045049,Open
,0.337649406,Open
,0.335309733,Open
,0.339130751,Open
,0.332159358,Open
,0.335986714,Open
,0.336283592,Open
,0.334932188,Open
,0.326304001,Open
,0.333128949,Open
,0.32373594,Open
,0.328003371,Open
,0.333954369,Open
,0.325353678,Open
,0.316131946,Open
,0.318448907,Open
,0.333222389,Open
,0.327570685,Open
,0.336576305,Open
,0.327570685,Open
,0.334064649,Open
,0.332682085,Open
,0.328336467,Open
,0.329782816,Open
,0.338170123,Open
,0.348184165,Open
,0.34536403,Open
,0.345640283,Open
,0.344790092,Open
,0.344881474,Open
,0.331358488,Open
,0.349333202,Open
,0.350995241,Open
,0.330753812,Open
,0.329804834,Open
,0.331196967,Open
,0.32593068,Open
,0.330928023,Open
,0.329996739,Open
,0.338254527,Open
,0.345881014,Open
,0.342338326,Open
,0.331689103,Open
,0.326545989,Open
,0.338091139,Open
,0.33704523,Open
,0.3307704,Open
,0.322713969,Open
,0.332939016,Open
,0.33886422,Open
,0.338200465,Open
,0.338974075,Open
,0.335494454,Open
,0.332132818,Open
,0.349959813,Open
,0.305408775,Open
,0.306983527,Open
,0.308884495,Open
,0.310040705,Open
,0.297381566,Open
,0.312292771,Open
,0.318002731,Open
,0.313064961,Open
,0.29505344,Open
,0.309421247,Open
,0.291611596,Open
,0.320806848,Open
,0.304956041,Open
,0.329804834,Open
,0.325344825,Open
,0.326545989,Open
,0.33425135,Open
,0.335682724,Open
,0.327598445,Open
,0.311887794,Open
,0.32534854,Open
,0.329881392,Open
,0.330458755,Open
,0.328543675,Open
,0.334005173,Open
,0.342026449,Open
,0.345900031,Open
,0.35519428,Open
,0.343795287,Open
,0.315387914,Open
,0.345938638,Open
,0.31670386,Open
,0.295851403,Open
,0.31668834,Open
,0.319959334,Open
,0.314018713,Open
,0.327489404,Open
,0.312438642,Open
,0.303562657,Open
,0.304036414,Open
,0.32117834,Open
,0.311408458,Open
,0.315341773,Open
,0.309053407,Open
,0.310794148,Open
,0.323171281,Open
,0.312162553,Open
,0.312298699,Open
,0.306201081,Open
,0.333390518,Open
,0.3133554,Open
,0.312743886,Open
,0.298496516,Open
,0.306876028,Open
,0.305456231,Open
,0.32436971,Open
,0.311493152,Open
,0.325279191,Open
,0.325841463,Open
,0.333327518,Open
,0.306364392,Open
,0.303312749,Open
,0.297763094,Open
,0.239238186,Blink
,0.174028809,Blink
,0.162135493,Blink
,0.154785985,Blink
,0.196689677,Blink
,0.244249853,Blink
,0.291664031,Open
,0.304701759,Open
,0.313491723,Open
,0.309052084,Open
,0.326688611,Open
,0.3395191,Open
,0.35223155,Open
,0.357646762,Open
,0.345159453,Open
,0.35424765,Open
,0.361246482,Open
,0.344790092,Open
,0.356869656,Open
,0.359313082,Open
,0.354120334,Open
,0.356955824,Open
,0.35996336,Open
,0.370885927,Open
,0.358821248,Open
,0.364145009,Open
,0.359821154,Open
,0.346737583,Open
,0.35642991,Open
,0.368554052,Open
,0.360417411,Open
,0.35995906,Open
,0.370017272,Open
,0.367687318,Open
,0.360413112,Open
,0.362595107,Open
,0.365868054,Open
,0.362774351,Open
,0.356869656,Open
,0.358264647,Open
,0.362535897,Open
,0.358264647,Open
,0.358781853,Open
,0.377344322,Open
,0.355569183,Open
,0.361375657,Open
,0.372240531,Open
,0.341853824,Open
,0.357865023,Open
,0.351070674,Open
,0.365337528,Open
,0.357671768,Open
,0.356213303,Open
,0.36400122,Open
,0.35342918,Open
,0.366127544,Open
,0.356518041,Open
,0.354075127,Open
,0.370017272,Open
,0.364667333,Open
,0.365751264,Open
,0.360413112,Open
,0.363429838,Open
,0.364366243,Open
,0.359866349,Open
,0.363490087,Open
,0.370014004,Open
,0.348975849,Open
,0.357217716,Open
,0.357819723,Open
,0.370884258,Open
,0.37105055,Open
,0.361758585,Open
,0.365712398,Open
,0.367861956,Open
,0.372895957,Open
,0.383325168,Open
,0.37789652,Open
,0.279287651,Blink
,0.190283844,Blink
,0.197881347,Blink
,0.265561681,Blink
,0.309162228,Open
,0.324759892,Open
,0.338606803,Open
,0.35277724,Open
,0.34839462,Open
,0.351947426,Open
,0.345000115,Open
,0.367911275,Open
,0.350464837,Open
,0.357001105,Open
,0.355617916,Open
,0.374802807,Open
,0.365467547,Open
,0.373522276,Open
,0.353513286,Open
,0.366275101,Open
,0.373949257,Open
,0.354647132,Open
,0.358673014,Open
,0.367503795,Open
,0.344569024,Open
,0.373209005,Open
,0.365206904,Open
,0.356766961,Open
,0.364342411,Open
,0.358493665,Open
,0.35838543,Open
,0.35247544,Open
,0.368633507,Open
,0.373541177,Open
,0.355382358,Open
,0.356524414,Open
,0.357245752,Open
,0.35182221,Open
,0.363383198,Open
,0.365683637,Open
,0.351135295,Open
,0.336752685,Open
,0.35290769,Open
,0.354371465,Open
,0.350867854,Open
,0.343430483,Open
,0.335458193,Open
,0.365835867,Open
,0.359491239,Open
,0.359462552,Open
,0.377596753,Open
,0.351829244,Open
,0.36075091,Open
,0.3714551,Open
,0.368654712,Open
,0.36580977,Open
,0.362243282,Open
,0.353764715,Open
,0.346194877,Open
,0.355762493,Open
,0.355579049,Open
,0.3555416,Open
,0.371007727,Open
,0.367017678,Open
,0.367787429,Open
,0.347692263,Open
,0.35734938,Open
,0.339892656,Open
,0.36526637,Open
,0.34313066,Open
,0.335869849,Open
,0.34166216,Open
,0.341487629,Open
,0.337504532,Open
,0.336437794,Open
,0.330402817,Open
,0.335421733,Open
,0.322153075,Open
,0.331230578,Open
,0.336450048,Open
,0.323912163,Open
,0.335717314,Open
,0.335924029,Open
,0.347251432,Open
,0.346856287,Open
,0.318291332,Open
,0.330611825,Open
,0.316977468,Open
,0.319361706,Open
,0.324587182,Open
,0.325368958,Open
,0.313690834,Open
,0.315488413,Open
,0.303404842,Open
,0.315020905,Open
,0.310812986,Open
,0.311350307,Open
,0.330098061,Open
,0.295000858,Open
,0.305536232,Open
,0.325831812,Open
,0.323885461,Open
,0.312941523,Open
,0.316627062,Open
,0.333835842,Open
,0.323925993,Open
,0.320564175,Open
,0.331105525,Open
,0.311432044,Open
,0.314966109,Open
,0.311925543,Open
,0.314848931,Open
,0.327627496,Open
,0.309689355,Open
,0.331426836,Open
,0.325679608,Open
,0.182033166,Blink
,0.113657944,Blink
,0.120541436,Blink
,0.141368197,Blink
,0.222657666,Blink
,0.256090949,Blink
,0.288923936,Open
,0.293649746,Open
,0.290477071,Open
,0.306609012,Open
,0.290857678,Open
,0.29273246,Open
,0.31246329,Open
,0.290676066,Open
,0.287738167,Open
,0.288474156,Open
,0.2931568,Open
,0.31386971,Open
,0.303664871,Open
,0.313481964,Open
,0.298250957,Open
,0.298024242,Open
,0.310077895,Open
,0.292624777,Open
,0.303071952,Open
,0.310053397,Open
,0.299134182,Open
,0.161274254,Blink
,0.123347535,Blink
,0.120494141,Blink
,0.15018094,Blink
,0.20959358,Blink
,0.25867638,Open
,0.293584525,Open
,0.299376858,Open
,0.303598607,Open
,0.299140081,Open
,0.307142605,Open
,0.303442029,Open
,0.302076318,Open
,0.315226959,Open
,0.295606939,Open
,0.306553891,Open
,0.157537609,Blink
,0.134302239,Blink
,0.15141316,Blink
,0.101411817,Blink
,0.119898097,Blink
,0.149378348,Blink
,0.181798795,Blink
,0.222903588,Blink
,0.256233173,Open
,0.266586268,Open
,0.274788717,Open
,0.272092304,Open
,0.271144991,Open
,0.286569299,Open
,0.254199497,Open
,0.137782503,Blink
,0.120458393,Blink
,0.117792553,Blink
,0.131332352,Blink
,0.175496371,Blink
,0.201673981,Blink
,0.236007465,Blink
,0.221902165,Open
,0.252000764,Open
,0.271265738,Open
,0.289140114,Open
,0.289466189,Open
,0.272766332,Open
,0.269476291,Open
,0.256158598,Open
,0.274752305,Open
,0.267403729,Open
,0.262263118,Open
,0.272072704,Open
,0.283451945,Open
,0.292322144,Open
,0.284266099,Open
,0.285736157,Open
,0.273391351,Open
,0.295401721,Open
,0.287708084,Open
,0.275416003,Open
,0.298898421,Open
,0.282203835,Open
,0.287109474,Open
,0.282150605,Open
,0.294208559,Open
,0.282668535,Open
,0.297529846,Open
,0.286181965,Open
,0.311457292,Open
,0.327253804,Open
,0.308763076,Open
,0.307894621,Open
,0.315630641,Open
,0.31903525,Open
,0.308086925,Open
,0.297752405,Open
,0.315186566,Open
,0.308642305,Open
,0.305804445,Open
,0.324033276,Open
,0.324610052,Open
,0.314913129,Open
,0.31106071,Open
,0.317928744,Open
,0.307934765,Open
,0.313098759,Open
,0.326550437,Open
,0.327413381,Open
,0.305131782,Open
,0.311102541,Open
,0.312429762,Open
,0.345580454,Open
,0.329251473,Open
,0.317128167,Open
,0.323725495,Open
,0.323998877,Open
,0.323222567,Open
,0.318017225,Open
,0.324610052,Open
,0.328646609,Open
,0.317747776,Open
,0.311593077,Open
,0.339098323,Open
,0.323224497,Open
,0.325316208,Open
,0.318173597,Open
,0.338795792,Open
,0.327268724,Open
,0.354970242,Open
,0.329843278,Open
,0.33037036,Open
,0.348332889,Open
,0.343990544,Open
,0.34348404,Open
,0.326655956,Open
,0.326655956,Open
,0.339874347,Open
,0.330651363,Open
,0.348647913,Open
,0.346979607,Open
,0.347143608,Open
,0.349478557,Open
,0.344678933,Open
,0.355249258,Open
,0.358413551,Open
,0.354380203,Open
,0.333613092,Open
,0.346779184,Open
,0.355928079,Open
,0.354620646,Open
,0.354454065,Open
,0.357687769,Open
,0.359164372,Open
,0.356758277,Open
,0.293454766,Open
,0.15450596,Blink
,0.146013023,Blink
,0.149535523,Blink
,0.165150158,Blink
,0.214645159,Blink
,0.262686602,Open
,0.29577489,Open
,0.32057716,Open
,0.318110896,Open
,0.320859374,Open
,0.323525835,Open
,0.360117866,Open
,0.353655445,Open
,0.347580526,Open
,0.365964836,Open
,0.357057885,Open
,0.347824637,Open
,0.345436884,Open
,0.358689355,Open
,0.366892403,Open
,0.344631264,Open
,0.362892315,Open
,0.358913238,Open
,0.363746252,Open
,0.356013918,Open
,0.346663663,Open
,0.360449905,Open
,0.362647584,Open
,0.344534936,Open
,0.345074654,Open
,0.344591353,Open
,0.341568825,Open
,0.353170166,Open
,0.368207944,Open
,0.35698135,Open
,0.344722572,Open
,0.355415278,Open
,0.358666727,Open
,0.349582087,Open
,0.346149292,Open
,0.356091704,Open
,0.342528859,Open
,0.367403153,Open
,0.353206061,Open
,0.362612362,Open
,0.359302539,Open
,0.352153285,Open
,0.352859336,Open
,0.362964966,Open
,0.358423593,Open
,0.359167306,Open
,0.358449555,Open
,0.358761687,Open
,0.358043442,Open
,0.360946407,Open
,0.366297913,Open
,0.361891579,Open
,0.347626205,Open
,0.361207905,Open
,0.362430651,Open
,0.35165955,Open
,0.372086978,Open
,0.368294089,Open
,0.365711481,Open
,0.363489973,Open
,0.354225052,Open
,0.356985029,Open
,0.372056158,Open
,0.359251235,Open
,0.366143749,Open
,0.321394051,Open
,0.176959237,Blink
,0.137991312,Blink
,0.152782588,Blink
,0.19518825,Blink
,0.235688953,Open
,0.259893819,Open
,0.284235319,Open
,0.282010701,Open
,0.282365584,Open
,0.290207888,Open
,0.29188101,Open
,0.274055683,Open
,0.281594003,Open
,0.267934154,Open
,0.278528829,Open
,0.28865876,Open
,0.274109554,Open
,0.260005963,Open
,0.278980455,Open
,0.276743512,Open
,0.275883814,Open
,0.274055683,Open
,0.288509059,Open
,0.254439822,Open
,0.259467837,Open
,0.266165424,Open
,0.260537088,Open
,0.279587685,Open
,0.260950168,Open
,0.249551947,Open
,0.277572051,Open
,0.26231967,Open
,0.274101967,Open
,0.261324199,Open
,0.252283708,Open
,0.26841441,Open
,0.27827535,Open
,0.279844114,Open
,0.279193861,Open
,0.30044145,Open
,0.299661205,Open
,0.325093466,Open
,0.313902844,Open
,0.31332742,Open
,0.304748583,Open
,0.309018697,Open
,0.319752605,Open
,0.313846701,Open
,0.326832571,Open
,0.310083724,Open
,0.320983029,Open
,0.325978153,Open
,0.33416343,Open
,0.310123489,Open
,0.335277072,Open
,0.31780139,Open
,0.31958428,Open
,0.337508377,Open
,0.195237158,Blink
,0.122398471,Blink
,0.106404806,Blink
,0.136551752,Blink
,0.185114963,Blink
,0.234022626,Blink
,0.268775153,Open
,0.274392576,Open
,0.289791025,Open
,0.282542039,Open
,0.289879619,Open
,0.293311983,Open
,0.27385385,Open
,0.28195342,Open
,0.279234745,Open
