FrameNumber,EAR,EyeState
1238,0.33388154,Open
1239,0.332993596,Open
1240,0.33214958,Open
1241,0.210140676,Blink
1242,0.15230743,Blink
1243,0.177792417,Blink
1244,0.17939743,Blink
1245,0.194518537,Blink
1246,0.234605689,Blink
1247,0.2339217,Blink
1248,0.262647582,Open
1249,0.269589641,Open
1250,0.288389158,Open
1251,0.266203663,Open
1252,0.268723935,Open
1253,0.288988491,Open
1254,0.310343607,Open
1255,0.304901523,Open
1256,0.326324532,Open
1257,0.320681237,Open
1258,0.33520723,Open
1259,0.335238605,Open
1260,0.333515526,Open
1261,0.340514528,Open
1262,0.343923149,Open
1263,0.349754938,Open
1264,0.347354212,Open
1265,0.347318055,Open
1266,0.345920064,Open
1267,0.336721998,Open
1268,0.348656668,Open
1269,0.331754053,Open
1270,0.355740203,Open
1271,0.349323298,Open
1272,0.365382923,Open
1273,0.352605255,Open
1274,0.348213669,Open
1275,0.345585834,Open
1276,0.338162803,Open
1277,0.336125239,Open
1278,0.340196671,Open
1279,0.336600294,Open
1280,0.355499949,Open
1281,0.351008436,Open
1282,0.355014713,Open
1283,0.3525199,Open
1284,0.289703721,Blink
1285,0.199208601,Blink
1286,0.175195471,Blink
1287,0.224204898,Blink
1288,0.269249448,Open
1289,0.334732984,Open
1290,0.340565053,Open
1291,0.354974776,Open
1292,0.326346677,Open
1293,0.347482931,Open
1294,0.352888342,Open
1295,0.348971194,Open
1296,0.329732664,Open
1297,0.378854467,Open
1298,0.345108991,Open
1299,0.326236156,Open
1300,0.374909962,Open
1301,0.334971183,Open
1302,0.340229006,Open
1303,0.343717842,Open
1304,0.342057846,Open
1305,0.363025265,Open
1306,0.362965618,Open
1307,0.368226011,Open
1308,0.393459725,Open
1309,0.375807847,Open
1310,0.377244135,Open
1311,0.378720165,Open
1312,0.37796911,Open
1313,0.368111631,Open
1314,0.384742628,Open
1315,0.364224085,Open
1316,0.372045632,Open
1317,0.364941182,Open
1318,0.368526444,Open
1319,0.368839894,Open
1320,0.373230308,Open
1321,0.364482785,Open
1322,0.374616593,Open
1323,0.374738465,Open
1324,0.365999352,Open
1325,0.374819342,Open
1326,0.376585724,Open
1327,0.350545888,Open
1328,0.345834274,Open
1329,0.331533068,Open
1330,0.347682542,Open
1331,0.355876802,Open
1332,0.338770337,Open
1333,0.344059286,Open
1334,0.344009782,Open
1335,0.350848866,Open
1336,0.333254295,Open
1337,0.346022009,Open
1338,0.335115853,Open
1339,0.328606479,Open
1340,0.320054777,Open
1341,0.332232534,Open
1342,0.328244448,Open
1343,0.333603333,Open
1344,0.340394142,Open
1345,0.333737617,Open
1346,0.337037526,Open
1347,0.327117945,Open
1348,0.337262531,Open
1349,0.326979633,Open
1350,0.325424853,Open
1351,0.316312391,Open
1352,0.319320379,Open
1353,0.333683982,Open
1354,0.300497869,Open
1355,0.311033599,Open
1356,0.305794775,Open
1357,0.316385085,Open
1358,0.335330297,Open
1359,0.306904679,Open
1360,0.327089194,Open
1361,0.319221068,Open
1362,0.317485559,Open
1363,0.322719397,Open
1364,0.315489872,Open
1365,0.301155992,Open
1366,0.309872854,Open
1367,0.312340272,Open
1368,0.290557469,Open
1369,0.298203188,Open
1370,0.29924682,Open
1371,0.303514055,Open
1372,0.302627983,Open
1373,0.302360809,Open
1374,0.310724329,Open
1375,0.316228009,Open
1376,0.307466742,Open
1377,0.307551519,Open
1378,0.324654567,Open
1379,0.317893313,Open
1380,0.310163817,Open
1381,0.304491726,Open
1382,0.320649472,Open
1383,0.320807818,Open
1384,0.315741138,Open
1385,0.320826541,Open
1386,0.315754318,Open
1387,0.328395817,Open
1388,0.317327214,Open
1389,0.31417156,Open
1390,0.315701884,Open
1391,0.291233947,Open
1392,0.299076393,Open
1393,0.295962784,Open
1394,0.285587271,Open
1395,0.295950407,Open
1396,0.285763555,Open
1397,0.302271957,Open
1398,0.299356917,Open
1399,0.291879905,Open
1400,0.310245442,Open
1401,0.299140081,Open
1402,0.310203267,Open
1403,0.296698382,Open
1404,0.310047281,Open
1405,0.293797885,Open
1406,0.307098542,Open
1407,0.302311561,Open
1408,0.291636066,Open
1409,0.298865447,Open
1410,0.298865447,Open
1411,0.310211742,Open
1412,0.299140081,Open
1413,0.312152778,Open
1414,0.303627804,Open
1415,0.306912807,Open
1416,0.29489827,Open
1417,0.301357251,Open
1418,0.288229556,Open
1419,0.293737187,Open
1420,0.285350266,Open
1421,0.288433791,Open
1422,0.299527926,Open
1423,0.28826658,Open
1424,0.304671386,Open
1425,0.310013582,Open
1426,0.28826658,Open
1427,0.296954011,Open
1428,0.298203188,Open
1429,0.302179599,Open
1430,0.305724457,Open
1431,0.325042799,Open
1432,0.328600243,Open
1433,0.319867879,Open
1434,0.331937105,Open
1435,0.332257047,Open
1436,0.329135064,Open
1437,0.342199855,Open
1438,0.342095597,Open
1439,0.341637309,Open
1440,0.331241457,Open
1441,0.339161906,Open
1442,0.314955162,Open
1443,0.331298238,Open
1444,0.229324593,Blink
1445,0.172505112,Blink
1446,0.163145892,Blink
1447,0.120175531,Blink
1448,0.156027121,Blink
1449,0.138428256,Blink
1450,0.146904637,Blink
1451,0.152966098,Blink
1452,0.168977427,Blink
1453,0.203543197,Blink
1454,0.224636036,Blink
1455,0.268337576,Open
1456,0.283426062,Open
1457,0.314181731,Open
1458,0.306144775,Open
1459,0.326809842,Open
1460,0.317187311,Open
1461,0.326404833,Open
1462,0.319330986,Open
1463,0.319633481,Open
1464,0.321184578,Open
1465,0.314394379,Open
1466,0.334776913,Open
1467,0.314569545,Open
1468,0.326341413,Open
1469,0.313601026,Open
1470,0.313753453,Open
1471,0.311872805,Open
1472,0.31221713,Open
1473,0.300380487,Open
1474,0.312031717,Open
1475,0.308081974,Open
1476,0.312748111,Open
1477,0.32435258,Open
1478,0.316835592,Open
1479,0.31221713,Open
1480,0.307347592,Open
1481,0.29830542,Open
1482,0.313692005,Open
1483,0.315059556,Open
1484,0.30832439,Open
1485,0.267366582,Blink
1486,0.172610639,Blink
1487,0.165711127,Blink
1488,0.170788922,Blink
1489,0.215138844,Blink
1490,0.276894976,Open
1491,0.287675078,Open
1492,0.315904398,Open
1493,0.310993864,Open
1494,0.292868574,Open
1495,0.298590549,Open
1496,0.311296603,Open
1497,0.314181731,Open
1498,0.311656352,Open
1499,0.29964471,Open
1500,0.332356123,Open
1501,0.319387478,Open
1502,0.335080068,Open
1503,0.342443701,Open
1504,0.336332623,Open
1505,0.335294724,Open
1506,0.317318935,Open
1507,0.343722512,Open
1508,0.330172933,Open
1509,0.328354734,Open
1510,0.330625921,Open
1511,0.316077616,Open
1512,0.328229857,Open
1513,0.342942839,Open
1514,0.338339214,Open
1515,0.349199604,Open
1516,0.343714853,Open
1517,0.348947099,Open
1518,0.355368099,Open
1519,0.340635983,Open
1520,0.357441296,Open
1521,0.343225471,Open
1522,0.349260941,Open
1523,0.358465717,Open
1524,0.365904971,Open
1525,0.363343853,Open
1526,0.354483797,Open
1527,0.348733154,Open
1528,0.364984019,Open
1529,0.359308568,Open
1530,0.353608876,Open
1531,0.340798303,Open
1532,0.331496486,Open
1533,0.336434504,Open
1534,0.32861839,Open
1535,0.33320644,Open
1536,0.341325551,Open
1537,0.326053871,Open
1538,0.332148672,Open
1539,0.33791,Open
1540,0.346723671,Open
1541,0.328723537,Open
1542,0.336187074,Open
1543,0.326995163,Open
1544,0.346010349,Open
1545,0.347204501,Open
1546,0.350136252,Open
1547,0.351238515,Open
1548,0.361199846,Open
1549,0.362732653,Open
1550,0.371620909,Open
1551,0.365591637,Open
1552,0.364304865,Open
1553,0.366149831,Open
1554,0.373115197,Open
1555,0.365905484,Open
1556,0.372084468,Open
1557,0.365031791,Open
1558,0.355397323,Open
1559,0.367389203,Open
1560,0.362366194,Open
1561,0.354118152,Open
1562,0.37428476,Open
1563,0.365558946,Open
1564,0.359761094,Open
1565,0.365558946,Open
1566,0.34996222,Open
1567,0.354409394,Open
1568,0.363733686,Open
1569,0.3487701,Open
1570,0.354178978,Open
1571,0.372829006,Open
1572,0.361432778,Open
1573,0.369572834,Open
1574,0.36637662,Open
1575,0.359220864,Open
1576,0.356331024,Open
1577,0.363733686,Open
1578,0.369789766,Open
1579,0.365717602,Open
1580,0.365717602,Open
1581,0.359777433,Open
1582,0.368305895,Open
1583,0.369530446,Open
1584,0.367551638,Open
1585,0.364195909,Open
1586,0.364832514,Open
1587,0.358418216,Open
1588,0.372215303,Open
1589,0.358717256,Open
1590,0.366079675,Open
1591,0.359706652,Open
1592,0.360526255,Open
1593,0.380831174,Open
1594,0.365347108,Open
1595,0.382591336,Open
1596,0.364055408,Open
1597,0.367097124,Open
1598,0.386079522,Open
1599,0.363168423,Open
1600,0.370858293,Open
1601,0.35300356,Open
1602,0.203507822,Blink
1603,0.207511007,Blink
1604,0.250676725,Blink
1605,0.300252521,Blink
1606,0.338826905,Open
1607,0.353255631,Open
1608,0.347988238,Open
1609,0.348146545,Open
1610,0.362224475,Open
1611,0.355288763,Open
1612,0.368794122,Open
1613,0.361508409,Open
1614,0.366469648,Open
1615,0.361962461,Open
1616,0.366996208,Open
1617,0.374840562,Open
1618,0.351796858,Open
1619,0.371494199,Open
1620,0.380897803,Open
1621,0.371211351,Open
1622,0.369519875,Open
1623,0.378754337,Open
1624,0.37267641,Open
1625,0.374250599,Open
1626,0.364682757,Open
1627,0.364361743,Open
1628,0.363564478,Open
1629,0.370746926,Open
1630,0.368162664,Open
1631,0.371740166,Open
1632,0.363644719,Open
1633,0.366338708,Open
1634,0.365498904,Open
1635,0.38486255,Open
1636,0.371649825,Open
1637,0.375495564,Open
1638,0.36771221,Open
1639,0.372355251,Open
1640,0.363733552,Open
1641,0.377280777,Open
1642,0.366565349,Open
1643,0.370297514,Open
1644,0.370737119,Open
1645,0.379304028,Open
1646,0.36668156,Open
1647,0.365905484,Open
1648,0.365900155,Open
1649,0.371037358,Open
1650,0.376252735,Open
1651,0.369572593,Open
1652,0.364889683,Open
1653,0.370273968,Open
1654,0.354418566,Open
1655,0.372557481,Open
1656,0.369780449,Open
1657,0.359443893,Open
1658,0.373011533,Open
1659,0.367881005,Open
1660,0.248634051,Blink
1661,0.226297396,Blink
1662,0.264453127,Blink
1663,0.324765649,Blink
1664,0.343223739,Open
1665,0.361045647,Open
1666,0.365809154,Open
1667,0.365657627,Open
1668,0.378986592,Open
1669,0.37197845,Open
1670,0.362123495,Open
1671,0.373406943,Open
1672,0.372719454,Open
1673,0.362375001,Open
1674,0.365098956,Open
1675,0.375495564,Open
1676,0.376225711,Open
1677,0.360498553,Open
1678,0.3711829,Open
1679,0.364214976,Open
1680,0.360498553,Open
1681,0.369804594,Open
1682,0.366490135,Open
1683,0.364112578,Open
1684,0.364851448,Open
1685,0.363704183,Open
1686,0.364851448,Open
1687,0.364370291,Open
1688,0.373955906,Open
1689,0.355523741,Open
1690,0.370227835,Open
1691,0.366518041,Open
1692,0.377251484,Open
1693,0.375951539,Open
1694,0.372548893,Open
1695,0.38129332,Open
1696,0.371977178,Open
1697,0.380109206,Open
1698,0.371546171,Open
1699,0.388106605,Open
1700,0.366287825,Open
1701,0.367482907,Open
1702,0.37197845,Open
1703,0.370227835,Open
1704,0.361223679,Open
1705,0.366469648,Open
1706,0.36575332,Open
1707,0.361745027,Open
1708,0.360555942,Open
1709,0.377449352,Open
1710,0.366354207,Open
1711,0.371213306,Open
1712,0.364370291,Open
1713,0.375925926,Open
1714,0.364889683,Open
1715,0.368409177,Open
1716,0.376274963,Open
1717,0.381827937,Open
1718,0.38184973,Open
1719,0.366518041,Open
1720,0.391381753,Open
1721,0.38145989,Open
1722,0.367241535,Open
1723,0.284543844,Blink
1724,0.182707873,Blink
1725,0.215831802,Blink
1726,0.278450437,Blink
1727,0.307469387,Blink
1728,0.336332623,Open
1729,0.360280503,Open
1730,0.355829875,Open
1731,0.361402141,Open
1732,0.37777436,Open
1733,0.380954744,Open
1734,0.380954744,Open
1735,0.366944187,Open
1736,0.366518041,Open
1737,0.378057316,Open
1738,0.361324231,Open
1739,0.38485648,Open
1740,0.376814737,Open
1741,0.365905484,Open
1742,0.375495564,Open
1743,0.380695207,Open
1744,0.374688608,Open
1745,0.375453029,Open
1746,0.382253521,Open
1747,0.376703989,Open
1748,0.376725857,Open
1749,0.381530026,Open
1750,0.382721309,Open
1751,0.380633774,Open
1752,0.372697353,Open
1753,0.381927821,Open
1754,0.369738517,Open
1755,0.369959595,Open
1756,0.37060943,Open
1757,0.374082389,Open
1758,0.379971338,Open
1759,0.372701945,Open
1760,0.370185301,Open
1761,0.385298117,Open
1762,0.383263093,Open
1763,0.368614422,Open
1764,0.375427479,Open
1765,0.356656236,Open
1766,0.371339979,Open
1767,0.375798683,Open
1768,0.367862003,Open
1769,0.381488295,Open
1770,0.377973229,Open
1771,0.362738062,Open
1772,0.37867972,Open
1773,0.378143037,Open
1774,0.372631736,Open
1775,0.377347876,Open
1776,0.383332764,Open
1777,0.371748659,Open
1778,0.3819342,Open
1779,0.384294918,Open
1780,0.381394271,Open
1781,0.386046937,Open
1782,0.375798683,Open
1783,0.365297212,Open
1784,0.382609342,Open
1785,0.236327811,Blink
1786,0.172088492,Blink
1787,0.202165947,Blink
1788,0.243194485,Blink
1789,0.306678613,Blink
1790,0.322241682,Open
1791,0.365751264,Open
1792,0.344790092,Open
1793,0.354358692,Open
1794,0.378181336,Open
1795,0.372442875,Open
1796,0.386736052,Open
1797,0.37777436,Open
1798,0.380791182,Open
1799,0.343552485,Open
1800,0.354525866,Open
1801,0.359570732,Open
1802,0.35230379,Open
1803,0.352219953,Open
1804,0.357070873,Open
1805,0.346997098,Open
1806,0.368875221,Open
1807,0.36771221,Open
1808,0.363487601,Open
1809,0.309910936,Blink
1810,0.188672988,Blink
1811,0.175688859,Blink
1812,0.205670091,Blink
1813,0.244723056,Blink
1814,0.282799677,Blink
1815,0.291496848,Open
1816,0.290706367,Open
1817,0.324007252,Open
1818,0.300413079,Open
1819,0.302996787,Open
1820,0.311913671,Open
1821,0.310817843,Open
1822,0.294996161,Open
1823,0.310427054,Open
1824,0.305021614,Open
1825,0.302034757,Open
1826,0.292116534,Open
1827,0.319554858,Open
1828,0.298689086,Open
1829,0.322777195,Open
1830,0.30573217,Open
1831,0.292890722,Open
1832,0.186972391,Blink
1833,0.167833285,Blink
1834,0.172255841,Blink
1835,0.150579804,Blink
1836,0.148928829,Blink
1837,0.199842775,Blink
1838,0.221631151,Blink
1839,0.263431619,Blink
1840,0.253797811,Blink
1841,0.273929574,Open
1842,0.277035416,Open
1843,0.292619564,Open
1844,0.286980511,Open
1845,0.292612047,Open
1846,0.290795426,Open
1847,0.301748844,Open
1848,0.320705903,Open
1849,0.354987235,Open
1850,0.349240937,Open
1851,0.361580308,Open
1852,0.360417411,Open
1853,0.366780294,Open
1854,0.370638993,Open
1855,0.388940277,Open
1856,0.370159968,Open
1857,0.381621437,Open
1858,0.366874572,Open
1859,0.367725592,Open
1860,0.378261953,Open
1861,0.381756688,Open
1862,0.369007903,Open
1863,0.371339682,Open
1864,0.386409543,Open
1865,0.361648569,Open
1866,0.355910603,Open
1867,0.377136868,Open
1868,0.366947066,Open
1869,0.382088087,Open
1870,0.371856433,Open
1871,0.362217402,Open
1872,0.364405109,Open
1873,0.357163603,Open
1874,0.362219565,Open
1875,0.378530474,Open
1876,0.356420433,Open
1877,0.366812923,Open
1878,0.364409502,Open
1879,0.356417574,Open
1880,0.376045617,Open
1881,0.375748683,Open
1882,0.367763887,Open
1883,0.364851448,Open
1884,0.359433066,Open
1885,0.378146196,Open
1886,0.361284491,Open
1887,0.365263093,Open
1888,0.362027662,Open
1889,0.366205316,Open
1890,0.362665168,Open
1891,0.360207912,Open
1892,0.349333202,Open
1893,0.364409502,Open
1894,0.355702989,Open
1895,0.355242442,Open
1896,0.344936001,Open
1897,0.3471887,Open
1898,0.353482506,Open
1899,0.353041792,Open
1900,0.351531504,Open
1901,0.351531504,Open
1902,0.341073314,Open
1903,0.361290975,Open
1904,0.355837327,Open
1905,0.346884332,Open
1906,0.350992586,Open
1907,0.346204179,Open
1908,0.345810912,Open
1909,0.350459276,Open
1910,0.348575015,Open
1911,0.347489188,Open
1912,0.344614879,Open
1913,0.340466134,Open
1914,0.34284521,Open
1915,0.345716489,Open
1916,0.334127532,Open
1917,0.344022915,Open
1918,0.343943713,Open
1919,0.350352887,Open
1920,0.336115333,Open
1921,0.341449186,Open
1922,0.344113092,Open
1923,0.338134621,Open
1924,0.349920619,Open
1925,0.344147979,Open
1926,0.343221975,Open
1927,0.338254527,Open
1928,0.342757008,Open
1929,0.339496645,Open
1930,0.342739811,Open
1931,0.330818183,Open
1932,0.342448847,Open
1933,0.345325423,Open
1934,0.351531095,Open
1935,0.342030704,Open
1936,0.343704139,Open
1937,0.346476571,Open
1938,0.354399577,Open
1939,0.344790092,Open
1940,0.350925017,Open
1941,0.354153161,Open
1942,0.215823426,Blink
1943,0.160158876,Blink
1944,0.210122349,Blink
1945,0.264998037,Blink
1946,0.302835085,Open
1947,0.324991983,Open
1948,0.332987063,Open
1949,0.338954967,Open
1950,0.340460973,Open
1951,0.346712708,Open
1952,0.330589163,Open
1953,0.34035354,Open
1954,0.341987842,Open
1955,0.336443131,Open
1956,0.326240276,Open
1957,0.328982846,Open
1958,0.341449186,Open
1959,0.193829772,Blink
1960,0.170147018,Blink
1961,0.163937139,Blink
1962,0.159514358,Blink
1963,0.182921392,Blink
1964,0.188366197,Blink
1965,0.232862953,Blink
1966,0.238604501,Open
1967,0.218510984,Open
1968,0.236881681,Open
1969,0.257298389,Open
1970,0.271874534,Open
1971,0.242037825,Open
1972,0.263796042,Open
1973,0.273635905,Open
1974,0.237613094,Open
1975,0.252692849,Open
1976,0.24026416,Open
1977,0.238360523,Open
1978,0.247349199,Open
1979,0.242947182,Open
1980,0.239733532,Open
1981,0.219381187,Open
1982,0.238559897,Open
1983,0.258640958,Open
1984,0.269027122,Open
1985,0.275062248,Open
1986,0.252806248,Open
1987,0.254485435,Open
1988,0.270876,Open
1989,0.251717019,Open
1990,0.254251067,Open
1991,0.289272504,Open
1992,0.290246716,Open
1993,0.268814691,Open
1994,0.322593282,Open
1995,0.309524392,Open
1996,0.288035123,Open
1997,0.292720901,Open
1998,0.281120336,Open
1999,0.275332602,Open
2000,0.297823371,Open
2001,0.29087973,Open
2002,0.238042693,Blink
2003,0.208932298,Blink
2004,0.172085203,Blink
2005,0.18201098,Blink
2006,0.253612097,Blink
2007,0.277023235,Blink
2008,0.293147754,Open
2009,0.311541301,Open
2010,0.340373862,Open
2011,0.300830679,Open
2012,0.303024919,Open
2013,0.310953949,Open
2014,0.212149101,Blink
2015,0.167236562,Blink
2016,0.192694272,Blink
2017,0.239808012,Blink
2018,0.2985175,Open
2019,0.292012245,Open
2020,0.323843071,Open
2021,0.305580409,Open
2022,0.33196182,Open
2023,0.316825367,Open
2024,0.320900896,Open
2025,0.336934143,Open
2026,0.321714822,Open
2027,0.327857032,Open
2028,0.323217115,Open
2029,0.34725877,Open
2030,0.356715062,Open
2031,0.318315429,Open
2032,0.321736321,Open
2033,0.320176057,Open
2034,0.316167913,Open
2035,0.324991983,Open
2036,0.303122448,Open
2037,0.346408263,Open
2038,0.34412711,Open
2039,0.341698331,Open
2040,0.346889736,Open
2041,0.350888236,Open
2042,0.350228123,Open
2043,0.356094771,Open
2044,0.350613467,Open
2045,0.365203472,Open
2046,0.360012697,Open
2047,0.359384313,Open
2048,0.364311876,Open
2049,0.366490135,Open
2050,0.356956403,Open
2051,0.367653284,Open
2052,0.370711247,Open
2053,0.364191713,Open
2054,0.366034771,Open
2055,0.346979625,Open
2056,0.354945221,Open
2057,0.360891971,Open
2058,0.36152187,Open
2059,0.361758585,Open
2060,0.369620407,Open
2061,0.371624798,Open
2062,0.35053503,Open
2063,0.366205316,Open
2064,0.359984157,Open
2065,0.361700534,Open
2066,0.347730447,Open
2067,0.357506867,Open
2068,0.350352809,Open
2069,0.366776158,Open
2070,0.371254501,Open
2071,0.363264391,Open
2072,0.354279021,Open
2073,0.367068044,Open
2074,0.363084889,Open
2075,0.36001939,Open
2076,0.368461276,Open
2077,0.366035788,Open
2078,0.365923076,Open
2079,0.366621341,Open
2080,0.340438533,Open
2081,0.348114594,Open
2082,0.335026019,Open
2083,0.346714802,Open
2084,0.35980256,Open
2085,0.355834361,Open
2086,0.345619162,Open
2087,0.355357497,Open
2088,0.334431457,Open
2089,0.348758773,Open
2090,0.354200946,Open
2091,0.361758585,Open
2092,0.348666329,Open
2093,0.353342805,Open
2094,0.345325423,Open
2095,0.352053564,Open
2096,0.344354423,Open
2097,0.340310598,Open
2098,0.346949584,Open
2099,0.340348282,Open
2100,0.352147783,Open
2101,0.340128758,Open
2102,0.355048009,Open
2103,0.35879681,Open
2104,0.365710617,Open
2105,0.342739684,Open
2106,0.347587143,Open
2107,0.338652216,Open
2108,0.344586767,Open
2109,0.356239153,Open
2110,0.347259162,Open
2111,0.353824969,Open
2112,0.348626838,Open
2113,0.345000775,Open
2114,0.345337442,Open
2115,0.340504669,Open
2116,0.34849216,Open
2117,0.344395569,Open
2118,0.350674654,Open
2119,0.215836865,Blink
2120,0.175949896,Blink
2121,0.187996708,Blink
2122,0.281363786,Blink
2123,0.305058083,Open
2124,0.316238154,Open
2125,0.320649403,Open
2126,0.327227362,Open
2127,0.327344985,Open
2128,0.333971143,Open
2129,0.326751489,Open
2130,0.330860921,Open
2131,0.32808278,Open
2132,0.333577963,Open
2133,0.327020587,Open
2134,0.337510621,Open
2135,0.334060127,Open
2136,0.333516982,Open
2137,0.341507344,Open
2138,0.313484651,Open
2139,0.340315946,Open
2140,0.33758918,Open
2141,0.340944066,Open
2142,0.328905371,Open
2143,0.325735343,Open
2144,0.325304079,Open
2145,0.342503894,Open
2146,0.338134621,Open
2147,0.336831184,Open
2148,0.340851864,Open
2149,0.32290448,Open
2150,0.321682074,Open
2151,0.341835314,Open
2152,0.329782816,Open
2153,0.326975437,Open
2154,0.322045049,Open
2155,0.337649406,Open
2156,0.335309733,Open
2157,0.339130751,Open
2158,0.332159358,Open
2159,0.335986714,Open
2160,0.336283592,Open
2161,0.334932188,Open
2162,0.326304001,Open
2163,0.333128949,Open
2164,0.32373594,Open
2165,0.328003371,Open
2166,0.333954369,Open
2167,0.325353678,Open
2168,0.316131946,Open
2169,0.318448907,Open
2170,0.333222389,Open
2171,0.327570685,Open
2172,0.336576305,Open
2173,0.327570685,Open
2174,0.334064649,Open
2175,0.332682085,Open
2176,0.328336467,Open
2177,0.329782816,Open
2178,0.338170123,Open
2179,0.348184165,Open
2180,0.34536403,Open
2181,0.345640283,Open
2182,0.344790092,Open
2183,0.344881474,Open
2184,0.331358488,Open
2185,0.349333202,Open
2186,0.350995241,Open
2187,0.330753812,Open
2188,0.329804834,Open
2189,0.331196967,Open
2190,0.32593068,Open
2191,0.330928023,Open
2192,0.329996739,Open
2193,0.338254527,Open
2194,0.345881014,Open
2195,0.342338326,Open
2196,0.331689103,Open
2197,0.326545989,Open
2198,0.338091139,Open
2199,0.33704523,Open
2200,0.3307704,Open
2201,0.322713969,Open
2202,0.332939016,Open
2203,0.33886422,Open
2204,0.338200465,Open
2205,0.338974075,Open
2206,0.335494454,Open
2207,0.332132818,Open
2208,0.349959813,Open
2209,0.305408775,Open
2210,0.306983527,Open
2211,0.308884495,Open
2212,0.310040705,Open
2213,0.297381566,Open
2214,0.312292771,Open
2215,0.318002731,Open
2216,0.313064961,Open
2217,0.29505344,Open
2218,0.309421247,Open
2219,0.291611596,Open
2220,0.320806848,Open
2221,0.304956041,Open
2222,0.329804834,Open
2223,0.325344825,Open
2224,0.326545989,Open
2225,0.33425135,Open
2226,0.335682724,Open
2227,0.327598445,Open
2228,0.311887794,Open
2229,0.32534854,Open
2230,0.329881392,Open
2231,0.330458755,Open
2232,0.328543675,Open
2233,0.334005173,Open
2234,0.342026449,Open
2235,0.345900031,Open
2236,0.35519428,Open
2237,0.343795287,Open
2238,0.315387914,Open
2239,0.345938638,Open
2240,0.31670386,Open
2241,0.295851403,Open
2242,0.31668834,Open
2243,0.319959334,Open
2244,0.314018713,Open
2245,0.327489404,Open
2246,0.312438642,Open
2247,0.303562657,Open
2248,0.304036414,Open
2249,0.32117834,Open
2250,0.311408458,Open
2251,0.315341773,Open
2252,0.309053407,Open
2253,0.310794148,Open
2254,0.323171281,Open
2255,0.312162553,Open
2256,0.312298699,Open
2257,0.306201081,Open
2258,0.333390518,Open
2259,0.3133554,Open
2260,0.312743886,Open
2261,0.298496516,Open
2262,0.306876028,Open
2263,0.305456231,Open
2264,0.32436971,Open
2265,0.311493152,Open
2266,0.325279191,Open
2267,0.325841463,Open
2268,0.333327518,Open
2269,0.306364392,Open
2270,0.303312749,Open
2271,0.297763094,Open
2272,0.239238186,Blink
2273,0.174028809,Blink
2274,0.162135493,Blink
2275,0.154785985,Blink
2276,0.196689677,Blink
2277,0.244249853,Blink
2278,0.291664031,Open
2279,0.304701759,Open
2280,0.313491723,Open
2281,0.309052084,Open
2282,0.326688611,Open
2283,0.3395191,Open
2284,0.35223155,Open
2285,0.357646762,Open
2286,0.345159453,Open
2287,0.35424765,Open
2288,0.361246482,Open
2289,0.344790092,Open
2290,0.356869656,Open
2291,0.359313082,Open
2292,0.354120334,Open
2293,0.356955824,Open
2294,0.35996336,Open
2295,0.370885927,Open
2296,0.358821248,Open
2297,0.364145009,Open
2298,0.359821154,Open
2299,0.346737583,Open
2300,0.35642991,Open
2301,0.368554052,Open
2302,0.360417411,Open
2303,0.35995906,Open
2304,0.370017272,Open
2305,0.367687318,Open
2306,0.360413112,Open
2307,0.362595107,Open
2308,0.365868054,Open
2309,0.362774351,Open
2310,0.356869656,Open
2311,0.358264647,Open
2312,0.362535897,Open
2313,0.358264647,Open
2314,0.358781853,Open
2315,0.377344322,Open
2316,0.355569183,Open
2317,0.361375657,Open
2318,0.372240531,Open
2319,0.341853824,Open
2320,0.357865023,Open
2321,0.351070674,Open
2322,0.365337528,Open
2323,0.357671768,Open
2324,0.356213303,Open
2325,0.36400122,Open
2326,0.35342918,Open
2327,0.366127544,Open
2328,0.356518041,Open
2329,0.354075127,Open
2330,0.370017272,Open
2331,0.364667333,Open
2332,0.365751264,Open
2333,0.360413112,Open
2334,0.363429838,Open
2335,0.364366243,Open
2336,0.359866349,Open
2337,0.363490087,Open
2338,0.370014004,Open
2339,0.348975849,Open
2340,0.357217716,Open
2341,0.357819723,Open
2342,0.370884258,Open
2343,0.37105055,Open
2344,0.361758585,Open
2345,0.365712398,Open
2346,0.367861956,Open
2347,0.372895957,Open
2348,0.383325168,Open
2349,0.37789652,Open
2350,0.279287651,Blink
2351,0.190283844,Blink
2352,0.197881347,Blink
2353,0.265561681,Blink
2354,0.309162228,Open
2355,0.324759892,Open
2356,0.338606803,Open
2357,0.35277724,Open
2358,0.34839462,Open
2359,0.351947426,Open
2360,0.345000115,Open
2361,0.367911275,Open
2362,0.350464837,Open
2363,0.357001105,Open
2364,0.355617916,Open
2365,0.374802807,Open
2366,0.365467547,Open
2367,0.373522276,Open
2368,0.353513286,Open
2369,0.366275101,Open
2370,0.373949257,Open
2371,0.354647132,Open
2372,0.358673014,Open
2373,0.367503795,Open
2374,0.344569024,Open
2375,0.373209005,Open
2376,0.365206904,Open
2377,0.356766961,Open
2378,0.364342411,Open
2379,0.358493665,Open
2380,0.35838543,Open
2381,0.35247544,Open
2382,0.368633507,Open
2383,0.373541177,Open
2384,0.355382358,Open
2385,0.356524414,Open
2386,0.357245752,Open
2387,0.35182221,Open
2388,0.363383198,Open
2389,0.365683637,Open
2390,0.351135295,Open
2391,0.336752685,Open
2392,0.35290769,Open
2393,0.354371465,Open
2394,0.350867854,Open
